Manufacturer,Family,Name,Base frequency,TDP
Intel,Haswell,Intel(R) Pentium(R) Processor G3420T,2.70 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3430,3.30 ,53 W
Intel,Haswell,Intel(R) Core(TM) i5-4460T Processor,1.90 ,35 W
Intel,Haswell,Intel(R) Core(TM) i5-4590T Processor,2.00 ,35 W
Intel,Haswell,Intel(R) Celeron(R) Processor G1830,2.80 ,53 W
Intel,Haswell,Intel(R) Celeron(R) Processor G1820,2.70 ,53 W
Intel,Haswell,Intel(R) Celeron(R) Processor G1820T,2.40 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3450,3.40 ,53 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3450T,2.90 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3440,3.30 ,53 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3440T,2.80 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3240,3.10,53 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3240T,2.70 ,35 W
Intel,Haswell,Intel(R) Celeron(R) Processor G1850,2.90 ,53 W
Intel,Haswell,Intel(R) Celeron(R) Processor G1840,2.80 ,53 W
Intel,Haswell,Intel(R) Celeron(R) Processor G1840T,2.50 ,35 W
Intel,Haswell,Intel(R) Core(TM) i7-4790 Processor,3.60 ,84 W
Intel,Haswell,Intel(R) Core(TM) i7-4790S Processor,3.20 ,65 W
Intel,Haswell,Intel(R) Core(TM) i7-4790T Processor,2.70 ,45 W
Intel,Haswell,Intel(R) Core(TM) i5-4690 Processor,3.50 ,84 W
Intel,Haswell,Intel(R) Core(TM) i5-4690S Processor,3.20 ,65 W
Intel,Haswell,Intel(R) Core(TM) i5-4690T Processor,2.50 ,45 W
Intel,Haswell,Intel(R) Core(TM) i7-4785T Processor,2.20 ,35 W
Intel,Haswell,Intel(R) Core(TM) i5-4590 Processor,3.30 ,84 W
Intel,Haswell,Intel(R) Core(TM) i5-4590S Processor,3.00 ,65 W
Intel,Haswell,Intel(R) Core(TM) i5-4460 Processor,3.20 ,84 W
Intel,Haswell,Intel(R) Core(TM) i5-4460S Processor,2.90 ,65 W
Intel,Haswell,Intel(R) Core(TM) i3-4370T Processor,3.30 ,35 W
Intel,Haswell,Intel(R) Core(TM) i3-4170T Processor,3.20 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3258,3.20 ,53 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3460,3.50 ,53 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3460T,3.00 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3250,3.20 ,53 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3250T,2.80 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3260,3.30 ,53 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3260T,2.90 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3470,3.60 ,53 W
Intel,Haswell,Intel(R) Core(TM) i3-4010U Processor,1.70 ,15 W
Intel,Haswell,Intel(R) Core(TM) i7-4650U Processor,1.70 ,15 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1225 v3,3.20 ,84 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1275 v3,3.50 ,84 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1268L v3,2.30 ,45 W
Intel,Haswell,Intel(R) Core(TM) i5-4570TE Processor,2.70 ,35 W
Intel,Haswell,Intel(R) Core(TM) i7-4700EQ Processor,2.40 ,47 W
Intel,Haswell,Intel(R) Core(TM) i5-4402EC Processor,2.50 ,27 W
Intel,Haswell,Intel(R) Core(TM) i7-4700EC Processor,2.70 ,43 W
Intel,Haswell,Intel(R) Core(TM) i7-4702EC Processor,2.00 ,27 W
Intel,Haswell,Intel(R) Core(TM) i7-4770TE Processor,2.30 ,45 W
Intel,Haswell,Intel(R) Core(TM) i5-4400E Processor,2.70 ,37 W
Intel,Haswell,Intel(R) Core(TM) i3-4100E Processor,2.40 ,37 W
Intel,Haswell,Intel(R) Core(TM) i3-4102E Processor,1.60 ,25 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2000E,2.20 ,37 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2002E,1.50 ,25 W
Intel,Haswell,Intel(R) Core(TM) i5-4402E Processor,1.60 ,25 W
Intel,Haswell,Intel(R) Core(TM) i5-4300U Processor,1.90 ,15 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2980U,1.60 ,15 W
Intel,Haswell,Intel(R) Core(TM) i3-4330TE Processor,2.40 ,35 W
Intel,Haswell,Intel(R) Pentium(R) Processor G3320TE,2.30 ,35 W
Intel,Haswell,Intel(R) Celeron(R) Processor G1820TE,2.20 ,35 W
Intel,Haswell,Intel(R) Core(TM) i3-4110E Processor,2.60 ,37 W
Intel,Haswell,Intel(R) Core(TM) i3-4112E Processor,1.80 ,25 W
Intel,Haswell,Intel(R) Core(TM) i5-4410E Processor,2.90 ,37 W
Intel,Haswell,Intel(R) Core(TM) i5-4422E Processor,1.80 ,25 W
Intel,Haswell,Intel(R) Core(TM) i3-4340TE Processor,2.60 ,35 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2628L v3,2.00 ,75 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2609 v3,1.90 ,85 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2648L v3,1.80 ,75 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2658 v3,2.20 ,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2680 v3,2.50 ,120 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2608L v3,2.00 ,52 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2618L v3,2.30 ,75 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2620 v3,2.40 ,85 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2640 v3,2.60 ,90 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-1428L v3,2.00 ,65 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2408L v3,1.80 ,45 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2418L v3,2.00 ,50 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2428L v3,1.80 ,55 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2438L v3,1.80 ,70 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4648 v3,1.70 ,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2658A v3,2.20 ,105 W
Intel,Haswell,Intel(R) Core(TM) i5-4200H Processor,2.80 ,47 W
Intel,Haswell,Intel(R) Core(TM) i5-4250U Processor,1.30 ,15 W
Intel,Haswell,Intel(R) Core(TM) i5-4260U Processor,1.40 ,15 W
Intel,Haswell,Intel(R) Core(TM) i5-4350U Processor,1.40 ,15 W
Intel,Haswell,Intel(R) Core(TM) i5-4360U Processor,1.50 ,15 W
Intel,Haswell,Intel(R) Core(TM) i3-4000M Processor,2.40 ,37 W
Intel,Haswell,Intel(R) Core(TM) i3-4005U Processor,1.70 ,15 W
Intel,Haswell,Intel(R) Core(TM) i3-4100U Processor,1.80 ,15 W
Intel,Haswell,Intel(R) Core(TM) i7-4550U Processor,1.50 ,15 W
Intel,Haswell,Intel(R) Core(TM) i7-4700HQ Processor,2.40 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4700MQ Processor,2.40 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4702HQ Processor,2.20 ,37 W
Intel,Haswell,Intel(R) Core(TM) i7-4702MQ Processor,2.20 ,37 W
Intel,Haswell,Intel(R) Core(TM) i7-4800MQ Processor,2.70 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4900MQ Processor,2.80 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4930MX Processor Extreme Edition,3.00 ,57 W
Intel,Haswell,Intel(R) Core(TM) i5-4200U Processor,1.60 ,15 W
Intel,Haswell,Intel(R) Core(TM) i7-4500U Processor,1.80 ,15 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2955U,1.40 ,15 W
Intel,Haswell,Intel(R) Core(TM) i5-4200Y Processor,1.40 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i3-4010Y Processor,1.30 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i3-4158U Processor,2.00 ,28 W
Intel,Haswell,Intel(R) Core(TM) i5-4258U Processor,2.40 ,28 W
Intel,Haswell,Intel(R) Core(TM) i5-4288U Processor,2.60 ,28 W
Intel,Haswell,Intel(R) Core(TM) i7-4558U Processor,2.80 ,28 W
Intel,Haswell,Intel(R) Core(TM) i3-4100M Processor,2.50 ,37 W
Intel,Haswell,Intel(R) Core(TM) i5-4300M Processor,2.60 ,37 W
Intel,Haswell,Intel(R) Core(TM) i5-4200M Processor,2.50 ,37 W
Intel,Haswell,Intel(R) Core(TM) i7-4600M Processor,2.90 ,37 W
Intel,Haswell,Intel(R) Core(TM) i3-4012Y Processor,1.50 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i3-4020Y Processor,1.50 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i5-4202Y Processor,1.60 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i5-4210Y Processor,1.50 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i5-4300Y Processor,1.60 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i5-4302Y Processor,1.60 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i7-4600U Processor,2.10,15 W
Intel,Haswell,Intel(R) Core(TM) i7-4610Y Processor,1.70 ,11.5 W
Intel,Haswell,Intel(R) Pentium(R) Processor 3556U,1.70 ,15 W
Intel,Haswell,Intel(R) Pentium(R) Processor 3560Y,1.20 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i5-4330M Processor,2.80 ,37 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2950M,2.00 ,37 W
Intel,Haswell,Intel(R) Pentium(R) Processor 3550M,2.30 ,37 W
Intel,Haswell,Intel(R) Core(TM) i3-4110M Processor,2.60 ,37 W
Intel,Haswell,Intel(R) Core(TM) i5-4210H Processor,2.90 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4710HQ Processor,2.50 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4710MQ Processor,2.50 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4712HQ Processor,2.30 ,37 W
Intel,Haswell,Intel(R) Core(TM) i7-4712MQ Processor,2.30 ,37 W
Intel,Haswell,Intel(R) Core(TM) i7-4720HQ Processor,2.60 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4722HQ Processor,2.40 ,37 W
Intel,Haswell,Intel(R) Core(TM) i7-4810MQ Processor,2.80 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4910MQ Processor,2.90 ,47 W
Intel,Haswell,Intel(R) Core(TM) i7-4940MX Processor Extreme Edition,3.10,57 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2957U,1.40 ,15 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2961Y,1.10,11.5 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2981U,1.60 ,15 W
Intel,Haswell,Intel(R) Pentium(R) Processor 3558U,1.70 ,15 W
Intel,Haswell,Intel(R) Pentium(R) Processor 3561Y,1.20 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i5-4310U Processor,2.00 ,15 W
Intel,Haswell,Intel(R) Core(TM) i5-4340M Processor,2.90 ,37 W
Intel,Haswell,Intel(R) Core(TM) i7-4610M Processor,3.00 ,37 W
Intel,Haswell,Intel(R) Core(TM) i5-4310M Processor,2.70 ,37 W
Intel,Haswell,Intel(R) Core(TM) i5-4210M Processor,2.60 ,37 W
Intel,Haswell,Intel(R) Pentium(R) Processor 3560M,2.40 ,37 W
Intel,Haswell,Intel(R) Celeron(R) Processor 2970M,2.20 ,37 W
Intel,Haswell,Intel(R) Core(TM) i7-4510U Processor,2.00 ,15 W
Intel,Haswell,Intel(R) Core(TM) i5-4210U Processor,1.70 ,15 W
Intel,Haswell,Intel(R) Core(TM) i3-4120U Processor,2.00 ,15 W
Intel,Haswell,Intel(R) Core(TM) i3-4030U Processor,1.90 ,15 W
Intel,Haswell,Intel(R) Core(TM) i3-4025U Processor,1.90 ,15 W
Intel,Haswell,Intel(R) Core(TM) i5-4220Y Processor,1.60 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i3-4030Y Processor,1.60 ,11.5 W
Intel,Haswell,Intel(R) Core(TM) i7-4578U Processor,3.00 ,28 W
Intel,Haswell,Intel(R) Core(TM) i5-4308U Processor,2.80 ,28 W
Intel,Haswell,Intel(R) Core(TM) i5-4278U Processor,2.60 ,28 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1220 v3,3.10,80 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1230 v3,3.30 ,80 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1240 v3,3.40 ,80 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1270 v3,3.50 ,80 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1245 v3,3.40 ,84 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1271 v3,3.60 ,80 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1241 v3,3.50 ,80 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1231 v3,3.40 ,80 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1276 v3,3.60 ,84 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1246 v3,3.50 ,84 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1226 v3,3.30 ,84 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2695 v3,2.30 ,120 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2697 v3,2.60 ,145 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2650 v3,2.30 ,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2660 v3,2.60 ,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2670 v3,2.30 ,120 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2690 v3,2.60 ,135 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2687W v3,3.10,160 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-1620 v3,3.50 ,140 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-1650 v3,3.50 ,140 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-1660 v3,3.00 ,140 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2603 v3,1.60 ,85 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2630 v3,2.40 ,85 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1220L v3,1.10,13 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1230L v3,1.80 ,25 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1280 v3,3.60 ,82 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1265L v3,2.50 ,45 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1285 v3,3.60 ,84 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1285L v3,3.10,65 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1275L v3,2.70 ,45 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1281 v3,3.70 ,82 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1240L v3,2.00 ,25 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1286 v3,3.70 ,84 W
Intel,Haswell,Intel(R) Xeon(R) Processor E3-1286L v3,3.20 ,65 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2683 v3,2.00 ,120 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2698 v3,2.30 ,135 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2699 v3,2.30 ,145 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2643 v3,3.40 ,135 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2650L v3,1.80 ,65 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-1630 v3,3.70 ,140 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-1680 v3,3.20 ,140 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2623 v3,3.00 ,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2630L v3,1.80 ,55 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2637 v3,3.50 ,135 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-2667 v3,3.20 ,135 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-4809 v3,2.00 ,115 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-4820 v3,1.90 ,115 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-4830 v3,2.10,115 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-4850 v3,2.20 ,115 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-8860 v3,2.20 ,140 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-8867 v3,2.50 ,165 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-8870 v3,2.10,140 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-8880 v3,2.30 ,150 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-8880L v3,2.00 ,115 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-8890 v3,2.50 ,165 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-8891 v3,2.80 ,165 W
Intel,Haswell,Intel(R) Xeon(R) Processor E7-8893 v3,3.20 ,140 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4610 v3,1.70 ,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4620 v3,2.00 ,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4627 v3,2.60 ,135 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4640 v3,1.90 ,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4650 v3,2.10,105 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4655 v3,2.90 ,135 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4660 v3,2.10,120 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4667 v3,2.00 ,135 W
Intel,Haswell,Intel(R) Xeon(R) Processor E5-4669 v3,2.10,135 W
Intel,Skylake,Intel(R) Core(TM) i7-7800X X-series Processor,3.50 ,140 W
Intel,Skylake,Intel(R) Core(TM) i9-7900X X-series Processor,3.30 ,140 W
Intel,Skylake,Intel(R) Core(TM) i7-7820X X-series Processor,3.60 ,140 W
Intel,Skylake,Intel(R) Core(TM) i9-7920X X-series Processor,2.90 ,140 W
Intel,Skylake,Intel(R) Core(TM) i9-7940X X-series Processor,3.10,165 W
Intel,Skylake,Intel(R) Core(TM) i9-7960X X-series Processor,2.80 ,165 W
Intel,Skylake,Intel(R) Core(TM) i9-7980XE Extreme Edition Processor,2.60 ,165 W
Intel,Skylake,Intel(R) Core(TM) i9-9820X X-series Processor,3.30 ,165 W
Intel,Skylake,Intel(R) Core(TM) i7-9800X X-series Processor,3.80 ,165 W
Intel,Skylake,Intel(R) Core(TM) i9-9960X X-series Processor,3.10,165 W
Intel,Skylake,Intel(R) Core(TM) i9-9900X X-series Processor,3.50 ,165 W
Intel,Skylake,Intel(R) Core(TM) i9-9940X X-series Processor,3.30 ,165 W
Intel,Skylake,Intel(R) Core(TM) i9-9980XE Extreme Edition Processor,3.00 ,165 W
Intel,Skylake,Intel(R) Core(TM) i9-9920X X-series Processor,3.50 ,165 W
Intel,Skylake,Intel(R) Xeon(R) W-3175X Processor,3.10,255 W
Intel,Skylake,Intel(R) Pentium(R) Processor G4400,3.30 ,54 W
Intel,Skylake,Intel(R) Core(TM) i5-6500T Processor,2.50 ,35 W
Intel,Skylake,Intel(R) Core(TM) i5-6500 Processor,3.20 ,65 W
Intel,Skylake,Intel(R) Core(TM) i5-6400 Processor,2.70 ,65 W
Intel,Skylake,Intel(R) Core(TM) i5-6400T Processor,2.20 ,35 W
Intel,Skylake,Intel(R) Core(TM) i5-6600 Processor,3.30 ,65 W
Intel,Skylake,Intel(R) Core(TM) i5-6600T Processor,2.70 ,35 W
Intel,Skylake,Intel(R) Core(TM) i5-6600K Processor,3.50 ,91 W
Intel,Skylake,Intel(R) Core(TM) i7-6700K Processor,4.00 ,91 W
Intel,Skylake,Intel(R) Core(TM) i7-6700 Processor,3.40 ,65 W
Intel,Skylake,Intel(R) Core(TM) i7-6700T Processor,2.80 ,35 W
Intel,Skylake,Intel(R) Q170 Chipset,,
Intel,Skylake,Intel(R) Q150 Chipset,,
Intel,Skylake,Intel(R) H110 Chipset,,
Intel,Skylake,Intel(R) Z170 Chipset,,
Intel,Skylake,Intel(R) B150 Chipset,,
Intel,Skylake,Intel(R) H170 Chipset,,
Intel,Skylake,Intel(R) Pentium(R) Processor G4400T,2.90 ,35 W
Intel,Skylake,Intel(R) Pentium(R) Processor G4500T,3.00 ,35 W
Intel,Skylake,Intel(R) Core(TM) i3-6300T Processor,3.30 ,35 W
Intel,Skylake,Intel(R) Core(TM) i3-6100 Processor,3.70 ,51 W
Intel,Skylake,Intel(R) Pentium(R) Processor G4500,3.50 ,51 W
Intel,Skylake,Intel(R) Core(TM) i3-6300 Processor,3.80 ,51 W
Intel,Skylake,Intel(R) Pentium(R) Processor G4520,3.60 ,51 W
Intel,Skylake,Intel(R) Core(TM) i3-6320 Processor,3.90 ,51 W
Intel,Skylake,Intel(R) Core(TM) i3-6100T Processor,3.20 ,35 W
Intel,Skylake,Intel(R) Celeron(R) Processor G3920,2.90 ,51 W
Intel,Skylake,Intel(R) Celeron(R) Processor G3900T,2.60 ,35 W
Intel,Skylake,Intel(R) Celeron(R) Processor G3900,2.80 ,51 W
Intel,Skylake,Intel(R) Core(TM) i5-6402P Processor,2.80 ,65 W
Intel,Skylake,Intel(R) Core(TM) i5-6585R Processor,2.80 ,65 W
Intel,Skylake,Intel(R) Core(TM) i5-6685R Processor,3.20 ,65 W
Intel,Skylake,Intel(R) Core(TM) i7-6785R Processor,3.30 ,65 W
Intel,Skylake,Intel(R) Core(TM) i3-6098P Processor,3.60 ,54 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5118 Processor,2.3,105 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6138 Processor,2.00 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5120T Processor,2.20 ,105 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4116 Processor,2.10,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6126 Processor,2.60 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6130 Processor,2.10,125 W
Intel,Skylake,Intel(R) Xeon(R) Bronze 3106 Processor,1.70 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6138T Processor,2.00 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8160T Processor,2.10,150 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6130T Processor,2.10,125 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4110 Processor,2.10,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6126T Processor,2.60 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4109T Processor,2.00 ,70 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4114T Processor,2.20 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5119T Processor,1.90 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4116T Processor,2.10,85 W
Intel,Skylake,Intel(R) Xeon(R) D-2123IT Processor,2.20 ,60 W
Intel,Skylake,Intel(R) Xeon(R) D-2143IT Processor,2.20 ,65 W
Intel,Skylake,Intel(R) Xeon(R) D-2142IT Processor,1.90 ,65 W
Intel,Skylake,Intel(R) Xeon(R) D-2145NT Processor,1.90 ,65 W
Intel,Skylake,Intel(R) Xeon(R) D-2146NT Processor,2.30 ,80 W
Intel,Skylake,Intel(R) Xeon(R) D-2177NT Processor,1.90 ,105 W
Intel,Skylake,Intel(R) Xeon(R) D-2163IT Processor,2.10,75 W
Intel,Skylake,Intel(R) Xeon(R) D-2173IT Processor,1.70 ,70 W
Intel,Skylake,Intel(R) Xeon(R) D-2166NT Processor,2.00 ,85 W
Intel,Skylake,Intel(R) Xeon(R) D-2187NT Processor,2.00 ,110 W
Intel,Skylake,Intel(R) Xeon(R) D-2183IT Processor,2.20 ,100 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1225 v5,3.30 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1275 v5,3.60 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1268L v5,2.40 ,35 W
Intel,Skylake,Intel(R) Core(TM) i3-6100U Processor,2.30 ,15 W
Intel,Skylake,Intel(R) Core(TM) i3-6100TE Processor,2.70 ,35 W
Intel,Skylake,Intel(R) Core(TM) i5-6500TE Processor,2.30 ,35 W
Intel,Skylake,Intel(R) Core(TM) i5-6300U Processor,2.40 ,15 W
Intel,Skylake,Intel(R) Core(TM) i7-6600U Processor,2.60 ,15 W
Intel,Skylake,Intel(R) Core(TM) i7-6700TE Processor,2.40 ,35 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1505M v5,2.80 ,45 W
Intel,Skylake,Intel(R) Core(TM) i5-6440EQ Processor,2.70 ,45 W
Intel,Skylake,Intel(R) Core(TM) i7-6820EQ Processor,2.80 ,45 W
Intel,Skylake,Mobile Intel(R) QM170 Chipset,,
Intel,Skylake,Mobile Intel(R) HM170 Chipset,,
Intel,Skylake,Mobile Intel(R) CM236 Chipset,,
Intel,Skylake,Intel(R) C236 Chipset,,
Intel,Skylake,Intel(R) Pentium(R) Processor G4400TE,2.40 ,35 W
Intel,Skylake,Intel(R) Core(TM) i3-6100E Processor,2.70 ,35 W
Intel,Skylake,Intel(R) Core(TM) i3-6102E Processor,1.90 ,25 W
Intel,Skylake,Intel(R) Core(TM) i7-6822EQ Processor,2.00 ,25 W
Intel,Skylake,Intel(R) Core(TM) i5-6442EQ Processor,1.90 ,25 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1505L v5,2.00 ,25 W
Intel,Skylake,Intel(R) Celeron(R) Processor G3902E,1.60 ,25 W
Intel,Skylake,Intel(R) Celeron(R) Processor G3900TE,2.30 ,35 W
Intel,Skylake,Intel(R) Celeron(R) Processor G3900E,2.40 ,35 W
Intel,Skylake,Intel(R) Celeron(R) Processor 3955U,2.00 ,15 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1515M v5,2.80 ,45 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1558L v5,1.90 ,45 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1578L v5,2.00 ,45 W
Intel,Skylake,Mobile Intel(R) QM175 Chipset,,
Intel,Skylake,Mobile Intel(R) HM175 Chipset,,
Intel,Skylake,Mobile Intel(R) CM238 Chipset,,
Intel,Skylake,Intel(R) Core(TM) i5-6200U Processor,2.30 ,15 W
Intel,Skylake,Intel(R) Core(TM) i7-6500U Processor,2.50 ,15 W
Intel,Skylake,Intel(R) Core(TM) m5-6Y57 Processor,1.10,4.5 W
Intel,Skylake,Intel(R) Core(TM) m3-6Y30 Processor,0.9,4.5 W
Intel,Skylake,Intel(R) Core(TM) m7-6Y75 Processor,1.20 ,4.5 W
Intel,Skylake,Intel(R) Core(TM) m5-6Y54 Processor,1.10,4.5 W
